Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2016,"J.A. Happ","TOR",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7410
2016,"Alex Avila","CHW",17,27,20,5,4,0,0,1,1,1,6,0,9,1,0,0,0,0,0,0.25,7476
2016,"Lonnie Chisenhall","CLE",36,52,46,10,5,4,1,0,0,4,5,0,10,0,0,1,0,0,0,0.2173913,7571
2016,"Charlie Blackmon","COL",92,195,175,58,45,9,0,4,4,25,11,0,27,7,1,1,0,0,0,0.33142857,7859
2016,"Ryan Flaherty","BAL",19,24,20,6,6,0,0,0,0,3,4,0,3,0,0,0,0,0,0,0.3,7888
2016,"Logan Schafer","MIN",11,23,19,8,6,2,0,0,0,1,2,0,5,1,0,1,0,0,0,0.42105263,7937
2016,"Jaff Decker","TBR",7,11,9,0,0,0,0,0,0,1,1,0,3,0,1,0,0,0,0,0,7945
2016,"Adam Lind","SEA",43,54,50,12,8,3,0,1,1,5,3,0,15,0,1,0,1,0,0,0.24,8027
2016,"Matt Carpenter","STL",77,174,148,40,25,9,1,5,5,20,22,0,34,0,1,3,3,0,0,0.27027027,8090
2016,"Jaime Garcia","STL",4,7,6,1,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0.16666667,8137
2016,"Dee Strange-Gordon","MIA",43,78,74,19,16,3,0,0,0,4,3,0,13,0,1,0,1,0,0,0.25675676,8203
2016,"Brett Anderson","LAD",2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8223
2016,"Denard Span","SFG",93,204,184,40,31,7,1,1,1,10,16,0,29,1,0,3,4,0,0,0.2173913,8347
2016,"Reid Brignac","ATL",3,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.33333333,8380
2016,"Daniel Descalso","COL",37,51,43,10,5,3,1,1,1,6,5,0,12,1,2,0,0,0,0,0.23255814,8392
2016,"Ike Davis","NYY",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8433
2016,"Brett Wallace","SDP",29,42,36,10,9,1,0,0,0,2,5,0,11,1,0,0,1,0,0,0.27777778,8434
2016,"John Lamb","CIN",3,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8493
2016,"Gerardo Parra","COL",54,100,97,25,18,5,1,1,1,10,2,0,19,0,0,1,5,0,0,0.25773196,8553
2016,"Jason Castro","HOU",54,97,87,13,8,3,1,1,1,7,9,0,31,1,0,0,5,0,0,0.14942529,8722
2016,"Cole Figueroa","PIT",6,6,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.16666667,8790
2016,"Conor Gillaspie","SFG",16,22,22,5,3,1,1,0,0,0,0,0,3,0,0,0,1,0,0,0.22727273,9009
2016,"Ezequiel Carrera","TOR",38,78,73,24,18,4,1,1,1,6,5,0,17,0,0,0,1,0,0,0.32876712,9048
2016,"Alexi Amarista","SDP",16,21,20,3,3,0,0,0,0,1,0,0,4,0,1,0,1,0,0,0.15,9063
2016,"Brad Hand","SDP",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9111
2016,"Kyle Lobstein","PIT",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9178
2016,"Logan Morrison","TBR",40,71,62,16,10,5,0,1,1,7,8,0,17,1,0,0,1,0,0,0.25806452,9205
2016,"Blake Lalli","ATL",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9246
2016,"Chris Davis","BAL",90,201,176,38,22,8,0,8,8,29,23,0,64,2,0,0,2,0,0,0.21590909,9272
2016,"Chris Herrmann","ARI",20,26,21,8,6,1,0,1,1,2,5,0,5,0,0,0,1,0,0,0.38095238,9284
2016,"Patrick Corbin","ARI",5,12,11,4,2,2,0,0,0,2,0,0,2,0,0,1,0,0,0,0.36363636,9323
2016,"Brock Holt","BOS",36,46,39,4,4,0,0,0,0,1,5,0,15,2,0,0,0,0,0,0.1025641,9345
2016,"Matt Adams","STL",31,50,46,13,8,2,0,3,3,13,2,0,11,0,2,0,1,0,0,0.2826087,9393
2016,"Jeremy Hazelbaker","STL",31,42,41,8,4,2,0,2,2,4,0,0,19,0,0,1,0,0,0,0.19512195,9399
2016,"Doug Fister","HOU",1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9425
2016,"Steve Clevenger","SEA",3,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9542
2016,"Josh Thole","TOR",20,41,32,5,3,1,0,1,1,2,6,0,6,0,1,2,0,0,0,0.15625,9689
2016,"Ben Paulsen","COL",7,8,8,3,2,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0.375,9741
2016,"Justin Bour","MIA",26,30,30,7,5,2,0,0,0,2,0,0,12,0,0,0,0,0,0,0.23333333,9744
2016,"Jason Kipnis","CLE",100,230,209,59,35,17,0,7,7,30,14,0,58,1,3,3,9,0,0,0.28229665,9776
2016,"Kyle Seager","SEA",107,239,216,49,28,9,1,11,11,33,17,0,44,5,1,0,8,0,0,0.22685185,9785
2016,"Ryan Goins","TOR",24,37,36,6,5,1,0,0,0,0,0,0,9,1,0,0,2,0,0,0.16666667,9807
2016,"Jay Bruce","2 Tms",83,169,158,35,18,10,1,6,6,22,8,0,39,2,1,0,6,0,0,0.22151899,9892
2016,"Colby Rasmus","HOU",46,91,81,11,7,2,0,2,2,6,9,0,28,0,1,0,1,0,0,0.13580247,9893
2016,"Chris Rusin","COL",4,7,7,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0.14285714,9895
2016,"Brett Gardner","NYY",91,202,178,44,35,5,2,2,2,12,15,0,37,3,2,4,3,0,0,0.24719101,9927
2016,"Ryan Schimpf","SDP",40,60,51,8,2,1,2,3,3,10,5,0,25,3,1,0,0,0,0,0.15686275,9953
2016,"Darrell Ceciliani","TOR",4,9,7,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,9954
2016,"Michael Saunders","TOR",64,123,109,30,15,6,1,8,8,13,10,0,36,4,0,0,4,0,0,0.27522936,9981
2016,"Dustin Ackley","NYY",7,15,13,2,2,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0.15384615,10099
2016,"Brandon Belt","SFG",99,212,179,50,29,10,5,6,6,31,30,0,48,3,0,0,1,0,0,0.27932961,10264
2016,"Oswaldo Arcia","3 Tms",24,41,37,7,4,3,0,0,0,3,4,0,16,0,0,0,0,0,0,0.18918919,10306
2016,"Rafael Ortega","LAA",13,20,20,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.2,10323
2016,"Scooter Gennett","MIL",62,108,96,25,18,5,0,2,2,14,11,1,30,0,1,0,3,0,0,0.26041667,10339
2016,"Derek Dietrich","MIA",43,72,65,13,8,4,1,0,0,6,2,0,16,4,1,0,3,0,0,0.2,10542
2016,"Chris Sale","CHW",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10603
2016,"Corey Dickerson","TBR",68,113,108,26,22,2,0,2,2,11,4,0,35,1,0,0,6,0,0,0.24074074,10762
2016,"Jared Hoying","TEX",6,6,6,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.16666667,10882
2016,"Greg Garcia","STL",31,47,43,10,8,2,0,0,0,4,3,0,15,1,0,0,2,0,0,0.23255814,10951
2016,"Jacob deGrom","NYM",6,11,10,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,10954
2016,"Kevin Kiermaier","TBR",47,99,84,22,12,6,2,2,2,9,10,0,22,4,1,0,0,0,0,0.26190476,11038
2016,"Ramon Flores","MIL",41,68,62,14,14,0,0,0,0,3,3,0,16,1,0,2,4,0,0,0.22580645,11165
2016,"Brett Nicholas","TEX",7,8,8,4,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0.5,11192
2016,"Kole Calhoun","LAA",80,175,155,45,31,7,1,6,6,24,17,0,32,2,1,0,2,0,0,0.29032258,11200
2016,"Adam Eaton","CHW",83,178,156,44,35,7,1,1,1,13,18,0,25,3,0,1,2,0,0,0.28205128,11205
2016,"Mike Freeman","2 Tms",2,4,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.66666667,11241
2016,"Andy Wilkins","MIL",4,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11251
2016,"Tyler Lyons","STL",2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11334
2016,"Matthew den Dekker","WSN",3,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11385
2016,"Kyle Waldrop","CIN",3,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11402
2016,"Tony Wolters","COL",29,43,40,9,8,0,0,1,1,5,3,0,10,0,0,0,0,0,0,0.225,11470
2016,"Odubel Herrera","PHI",96,162,144,34,29,4,1,0,0,9,17,0,38,1,0,0,2,0,0,0.23611111,11476
2016,"Christian Yelich","MIA",84,161,150,43,33,7,1,2,2,25,9,0,39,1,1,0,3,0,0,0.28666667,11477
2016,"Robbie Ray","ARI",10,18,16,3,3,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0.1875,11486
2016,"Bryce Harper","WSN",98,172,146,33,16,10,0,7,7,27,23,3,47,0,3,0,4,0,0,0.2260274,11579
2016,"Jarrett Parker","SFG",21,39,37,4,2,1,0,1,1,2,2,0,15,0,0,0,2,0,0,0.10810811,11624
2016,"Justin Nicolino","MIA",4,8,7,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,11754
2016,"Drew Smyly","TBR",1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11760
2016,"Noah Syndergaard","NYM",6,11,10,1,1,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0.1,11762
2016,"James Paxton","SEA",1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11828
2016,"Leonys Martin","SEA",84,190,176,46,35,5,1,5,5,15,8,0,51,2,2,2,3,0,0,0.26136364,11846
2016,"Steven Moya","DET",5,6,5,3,2,1,0,0,0,4,1,0,1,0,0,0,0,0,0,0.6,11854
2016,"Mason Williams","NYY",6,9,8,2,1,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0.25,11859
2016,"Joc Pederson","LAD",54,77,64,8,4,3,0,1,1,10,11,0,22,0,1,1,3,0,0,0.125,11899
2016,"Joe Panik","SFG",69,147,133,30,23,4,3,0,0,14,11,0,22,2,0,1,6,0,0,0.22556391,11936
2016,"Travis Shaw","BOS",68,115,107,20,9,7,0,4,4,19,5,0,31,2,1,0,4,0,0,0.18691589,11982
2016,"Cody Asche","PHI",22,27,22,5,2,3,0,0,0,1,4,0,8,1,0,0,0,0,0,0.22727273,11997
2016,"Max Kepler","MIN",61,133,118,24,14,8,0,2,2,14,10,0,34,2,2,1,1,0,0,0.20338983,12144
2016,"Eddie Rosario","MIN",43,83,76,20,18,2,0,0,0,6,3,0,22,2,1,1,2,0,0,0.26315789,12155
2016,"Ben Gamel","2 Tms",8,13,10,3,1,1,0,1,1,2,3,0,3,0,0,0,0,0,0,0.3,12160
2016,"Scott Schebler","CIN",29,45,41,8,5,1,1,1,1,6,3,0,7,1,0,0,1,0,0,0.19512195,12225
2016,"Rougned Odor","TEX",81,169,156,42,27,8,0,7,7,20,8,0,36,2,3,0,1,0,0,0.26923077,12282
2016,"Cory Spangenberg","SDP",9,19,15,5,3,1,0,1,1,5,3,0,4,1,0,0,0,0,0,0.33333333,12294
2016,"Jace Peterson","ATL",39,58,51,13,13,0,0,0,0,2,5,0,12,0,1,1,2,0,0,0.25490196,12325
2016,"Tommy La Stella","CHC",18,23,19,6,4,2,0,0,0,3,4,0,2,0,0,0,1,0,0,0.31578947,12371
2016,"Kolten Wong","STL",51,75,66,16,13,1,1,1,1,6,4,0,12,4,1,0,0,0,0,0.24242424,12532
2016,"Tony Cingrani","CIN",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12555
2016,"Adam Morgan","PHI",5,8,7,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,12580
2016,"Raffy Lopez","CIN",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12606
2016,"Alex Dickerson","SDP",34,66,60,16,12,2,1,1,1,6,4,0,9,2,0,0,1,0,0,0.26666667,12649
2016,"Tyler Collins","DET",17,30,27,3,3,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0.11111111,12723
2016,"Brad Miller","TBR",62,123,110,25,16,5,1,3,3,14,12,0,32,1,0,0,0,0,0,0.22727273,12775
2016,"Brian Goodwin","WSN",4,4,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,12858
2016,"Tyler Anderson","COL",3,8,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12880
2016,"Gregory Polanco","PIT",70,109,98,24,13,5,1,5,5,16,10,1,32,0,1,0,3,0,0,0.24489796,12907
2016,"Brandon Nimmo","NYM",8,8,7,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.28571429,12927
2016,"Socrates Brito","ARI",10,12,12,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.08333333,12944
2016,"Jackie Bradley Jr.","BOS",97,182,164,40,28,8,1,3,3,17,14,1,46,3,1,0,3,0,0,0.24390244,12984
2016,"Munenori Kawasaki","CHC",5,6,4,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,13047
2016,"Wei-Yin Chen","MIA",3,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13071
2016,"Norichika Aoki","SEA",54,108,97,22,19,3,0,0,0,3,9,0,15,1,0,1,2,0,0,0.22680412,13075
2016,"Marco Hernandez","BOS",6,9,8,4,4,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0.5,13154
2016,"Max Muncy","OAK",3,5,5,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.2,13301
2016,"Jake Lamb","ARI",74,129,110,18,8,4,2,4,4,16,17,0,36,1,1,0,2,0,0,0.16363636,13329
2016,"Omar Narvaez","CHW",17,26,21,7,5,1,0,1,1,4,4,0,3,0,1,0,0,0,0,0.33333333,13338
2016,"Tyler Naquin","CLE",30,40,32,8,4,3,1,0,0,7,6,0,7,0,0,2,1,0,0,0.25,13359
2016,"Andrew Toles","LAD",11,13,13,3,2,0,0,1,1,2,0,0,3,0,0,0,0,0,0,0.23076923,13414
2016,"Steven Okert","SFG",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13580
2016,"Mallex Smith","ATL",28,57,50,4,2,2,0,0,0,3,5,0,15,1,0,1,0,0,0,0.08,13608
2016,"Corey Seager","LAD",109,214,196,49,29,13,2,5,5,19,15,0,52,2,1,0,4,0,0,0.25,13624
2016,"Preston Tucker","HOU",11,19,19,2,0,1,0,1,1,1,0,0,7,0,0,0,1,0,0,0.10526316,13633
2016,"David Dahl","COL",31,51,48,15,13,1,1,0,0,3,3,0,13,0,0,0,2,0,0,0.3125,13744
2016,"Travis Jankowski","SDP",51,93,84,13,11,2,0,0,0,1,7,0,25,0,0,2,2,0,0,0.1547619,13768
2016,"Micah Johnson","LAD",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13809
2016,"Joey Wendle","OAK",10,17,15,5,5,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0.33333333,13853
2016,"Bruce Maxwell","OAK",12,20,20,4,3,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0.2,13866
2016,"Kevin Gausman","BAL",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14107
2016,"Lance McCullers Jr.","HOU",1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,14120
2016,"Joey Gallo","TEX",4,4,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,14128
2016,"Daniel Vogelbach","SEA",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14130
2016,"Matt Olson","OAK",2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,14344
2016,"Raimel Tapia","COL",6,8,8,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.25,14350
2016,"Adam Conley","MIA",6,9,9,1,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0.11111111,14457
2016,"Nomar Mazara","TEX",71,119,111,26,24,1,0,1,1,6,6,0,29,1,1,0,2,0,0,0.23423423,14553
2016,"Julio Urias","LAD",4,5,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14765
2016,"Tony Kemp","HOU",15,24,21,3,2,1,0,0,0,0,3,0,5,0,0,0,1,0,0,0.14285714,14894
2016,"Jordan Patterson","COL",3,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,15119
2016,"Carlos Asuaje","SDP",3,9,9,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.22222222,15197
2016,"Adam Frazier","PIT",16,26,24,10,10,0,0,0,0,3,1,0,3,0,1,0,0,0,0,0.41666667,15223
2016,"Chad Green","NYY",1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15552
2016,"Brandon Finnegan","CIN",6,12,10,2,1,1,0,0,0,1,2,0,6,0,0,0,0,0,0,0.2,16208
2016,"AJ Reed","HOU",13,17,15,1,1,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0.06666667,16246
2016,"Michael Conforto","NYM",39,53,48,5,4,1,0,0,0,4,3,0,15,1,1,0,1,0,0,0.10416667,16376
2016,"Brock Stewart","LAD",3,5,5,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.2,16727
2016,"Andrew Benintendi","BOS",22,33,28,5,5,0,0,0,0,2,3,0,12,0,1,1,0,0,0,0.17857143,17901
2016,"Hyun Soo Kim","BAL",16,23,18,0,0,0,0,0,0,0,4,0,4,1,0,0,0,0,0,0,18718
2017,"Ichiro Suzuki","MIA",41,51,47,16,13,3,0,0,0,5,4,0,10,0,0,0,1,0,0,0.34042553,1101
2017,"Chase Utley","LAD",25,28,24,4,1,2,0,1,1,2,2,0,7,2,0,0,0,0,0,0.16666667,1679
2017,"Joe Mauer","MIN",75,146,130,40,31,9,0,0,0,19,12,0,22,3,1,0,1,0,0,0.30769231,1857
2017,"Matt Moore","SFG",3,7,7,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0.14285714,1890
2017,"Adrian Gonzalez","LAD",30,50,47,9,8,1,0,0,0,6,3,0,9,0,0,0,2,0,0,0.19148936,1908
2017,"Clayton Kershaw","LAD",8,15,12,2,2,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0.16666667,2036
2017,"David Peralta","ARI",79,148,134,36,28,4,2,2,2,13,10,1,22,4,0,0,3,0,0,0.26865672,2136
2017,"Pedro Alvarez","BAL",3,3,3,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.66666667,2495
2017,"Lucas Duda","2 Tms",68,111,101,19,7,7,0,5,5,14,8,0,39,1,1,0,2,0,0,0.18811881,2502
2017,"Yonder Alonso","2 Tms",54,80,72,13,6,2,0,5,5,10,6,0,20,2,0,0,1,0,0,0.18055556,2530
2017,"Jeff Locke","MIA",2,3,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2929
2017,"Mitch Moreland","BOS",59,85,73,18,13,4,0,1,1,14,10,0,21,1,1,0,3,0,0,0.24657534,3086
2017,"Gregor Blanco","ARI",37,63,60,13,11,1,0,1,1,5,2,0,15,0,0,1,1,0,0,0.21666667,3123
2017,"Shin-Soo Choo","TEX",84,146,122,35,29,5,0,1,1,12,20,0,24,3,0,1,1,0,0,0.28688525,3174
2017,"Robinson Cano","SEA",83,193,178,37,29,4,0,4,4,20,11,0,32,2,2,0,7,0,0,0.20786517,3269
2017,"Matt Joyce","OAK",54,79,70,13,9,3,0,1,1,7,7,0,18,1,1,0,2,0,0,0.18571429,3353
2017,"Miguel Montero","2 Tms",23,31,27,6,5,1,0,0,0,2,4,0,4,0,0,0,2,0,0,0.22222222,3364
2017,"Alejandro De Aza","WSN",9,15,13,2,1,0,1,0,0,4,0,0,0,0,1,1,0,0,0,0.15384615,3371
2017,"Anthony Rizzo","CHC",93,179,150,39,24,3,2,10,10,35,18,2,25,10,1,0,5,0,0,0.26,3473
2017,"Eric Hosmer","KCR",101,208,194,55,39,9,1,6,6,27,13,1,27,0,1,0,7,0,0,0.28350515,3516
2017,"Danny Duffy","KCR",1,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,3542
2017,"Clay Buchholz","PHI",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3543
2017,"Clayton Richard","SDP",11,18,17,2,2,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0.11764706,3551
2017,"Eric Thames","MIL",73,111,99,18,9,3,0,6,6,11,9,0,41,3,0,0,1,0,0,0.18181818,3711
2017,"Josh Reddick","HOU",56,101,92,29,24,3,1,1,1,19,7,0,19,0,1,0,2,0,0,0.31521739,3892
2017,"Brian Duensing","CHC",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4064
2017,"Michael Brantley","CLE",53,127,118,34,28,4,0,2,2,17,6,0,16,1,2,0,6,0,0,0.28813559,4106
2017,"Stephen Drew","WSN",6,6,5,2,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0.4,4251
2017,"Joey Votto","CIN",99,197,154,45,25,10,0,10,10,28,36,3,30,5,2,0,4,0,0,0.29220779,4314
2017,"Daniel Murphy","WSN",77,137,127,37,21,12,0,4,4,19,8,1,28,2,0,0,3,0,0,0.29133858,4316
2017,"Brandon Moss","KCR",55,79,70,19,12,4,0,3,3,8,9,0,28,0,0,0,0,0,0,0.27142857,4467
2017,"Ben Revere","LAA",33,51,49,8,8,0,0,0,0,4,1,0,8,0,1,0,1,0,0,0.16326531,4712
2017,"Jacoby Ellsbury","NYY",59,117,104,25,19,4,0,2,2,13,8,0,30,1,0,2,2,0,0,0.24038462,4727
2017,"Curtis Granderson","2 Tms",67,117,104,21,12,3,1,5,5,14,11,0,31,0,2,0,0,0,0,0.20192308,4747
2017,"Rich Hill","LAD",9,18,17,2,2,0,0,0,0,2,0,0,7,1,0,0,0,0,0,0.11764706,4806
2017,"Brian McCann","HOU",58,111,97,22,14,3,0,5,5,15,11,0,13,3,0,0,2,0,0,0.22680412,4810
2017,"Jarrod Dyson","SEA",34,63,55,8,8,0,0,0,0,1,4,0,6,2,0,2,1,0,0,0.14545455,4866
2017,"Mike Montgomery","CHC",4,4,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,4869
2017,"Mike Moustakas","KCR",85,159,152,41,29,3,0,9,9,20,6,0,24,0,1,0,6,0,0,0.26973684,4892
2017,"Ender Inciarte","ATL",87,168,151,44,38,3,1,2,2,14,14,0,19,0,2,1,3,0,0,0.29139073,4922
2017,"Jon Lester","CHC",12,21,16,2,1,0,0,1,1,3,2,0,9,0,0,3,0,0,0,0.125,4930
2017,"Jason Heyward","CHC",72,121,116,31,23,5,2,1,1,12,4,0,26,0,0,1,2,0,0,0.26724138,4940
2017,"Luis Valbuena","LAA",35,47,38,4,2,1,0,1,1,6,6,0,10,0,3,0,1,0,0,0.10526316,4969
2017,"Cole Hamels","TEX",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4972
2017,"Stephen Vogt","2 Tms",25,33,30,6,4,2,0,0,0,2,2,0,2,0,1,0,0,0,0,0.2,5000
2017,"Alex Gordon","KCR",78,142,114,23,18,4,1,0,0,9,15,1,24,11,1,1,3,0,0,0.20175439,5209
2017,"Wade LeBlanc","PIT",2,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5221
2017,"Jon Jay","CHC",67,101,85,27,25,2,0,0,0,8,12,0,17,2,1,1,4,0,0,0.31764706,5227
2017,"Alex Presley","DET",20,32,30,8,8,0,0,0,0,2,2,0,8,0,0,0,1,0,0,0.26666667,5305
2017,"Brandon Crawford","SFG",85,156,142,34,22,9,0,3,3,24,12,0,26,0,2,0,9,0,0,0.23943662,5343
2017,"Freddie Freeman","ATL",73,143,126,35,20,7,0,8,8,20,12,1,33,4,1,0,2,0,0,0.27777778,5361
2017,"Ji-Man Choi","NYY",2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5452
2017,"John Jaso","PIT",29,34,30,6,4,1,0,1,1,4,4,0,7,0,0,0,0,0,0,0.2,5887
2017,"Nick Markakis","ATL",90,162,147,39,26,10,0,3,3,24,12,0,26,2,1,0,3,0,0,0.26530612,5930
2017,"Didi Gregorius","NYY",77,155,144,38,31,4,0,3,3,17,6,0,23,2,2,0,2,0,0,0.26388889,6012
2017,"Andre Ethier","LAD",3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6265
2017,"Scott Feldman","CIN",7,12,11,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,6283
2017,"Kirk Nieuwenhuis","MIL",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6400
2017,"Jim Adduci","DET",8,11,10,3,3,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0.3,6448
2017,"Chris Coghlan","TOR",6,7,4,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,6878
2017,"Martin Perez","TEX",2,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6902
2017,"Juan Centeno","HOU",8,13,12,4,4,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0.33333333,7168
2017,"Carlos Gonzalez","COL",71,137,131,27,16,9,0,2,2,10,5,0,42,1,0,0,3,0,0,0.20610687,7287
2017,"Seth Smith","BAL",23,26,24,6,2,3,0,1,1,4,2,0,5,0,0,0,0,0,0,0.25,7331
2017,"Shane Peterson","TBR",5,7,6,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0.16666667,7423
2017,"Alex Avila","2 Tms",32,44,37,8,8,0,0,0,0,7,4,0,14,1,1,1,1,0,0,0.21621622,7476
2017,"Carlos Moncrief","SFG",4,4,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,7511
2017,"Lonnie Chisenhall","CLE",39,60,47,16,12,2,0,2,2,10,9,0,10,1,0,3,1,0,0,0.34042553,7571
2017,"Tommy Milone","NYM",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7608
2017,"Charlie Blackmon","COL",102,233,212,71,47,9,6,9,9,26,16,0,36,5,0,0,2,0,0,0.33490566,7859
2017,"Ryan Flaherty","BAL",5,9,8,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0.125,7888
2017,"Eric Sogard","MIL",34,47,42,11,7,3,0,1,1,4,4,0,11,1,0,0,0,0,0,0.26190476,7927
2017,"Jaff Decker","OAK",7,9,8,3,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0.375,7945
2017,"Adam Lind","WSN",29,32,29,9,8,1,0,0,0,7,2,0,6,0,1,0,2,0,0,0.31034483,8027
2017,"Jason Vargas","KCR",1,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.33333333,8044
2017,"Matt Carpenter","STL",73,137,109,22,14,5,1,2,2,12,22,0,32,3,3,0,1,0,0,0.20183486,8090
2017,"Jaime Garcia","ATL",3,7,6,1,0,0,0,1,1,4,1,0,0,0,0,0,0,0,0,0.16666667,8137
