Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2017,"Dee Strange-Gordon","MIA",97,195,188,55,49,4,2,0,1,11,2,0,25,4,1,0,1,0,0,0.29255319,8203
2017,"Brett Anderson","CHC",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8223
2017,"Denard Span","SFG",64,117,106,24,19,4,1,0,0,9,9,0,17,1,0,1,5,0,0,0.22641509,8347
2017,"Daniel Descalso","ARI",62,90,77,13,7,4,0,2,2,9,12,0,22,1,0,0,2,0,0,0.16883117,8392
2017,"Gerardo Parra","COL",62,106,98,34,28,5,0,1,1,11,4,0,19,2,2,0,0,0,0,0.34693878,8553
2017,"Jason Castro","MIN",61,104,95,25,17,5,0,3,3,17,7,0,20,2,0,0,4,0,0,0.26315789,8722
2017,"Conor Gillaspie","SFG",11,12,11,2,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0.18181818,9009
2017,"Ezequiel Carrera","TOR",32,42,35,3,2,1,0,0,0,0,6,0,10,0,0,1,0,0,0,0.08571429,9048
2017,"Alexi Amarista","COL",17,19,17,5,4,1,0,0,0,3,2,0,3,0,0,0,0,0,0,0.29411765,9063
2017,"Logan Morrison","TBR",75,152,129,30,18,6,0,6,6,16,20,0,36,2,1,0,1,0,0,0.23255814,9205
2017,"Chris Davis","BAL",72,164,144,30,22,3,1,4,4,15,16,0,65,2,2,0,3,0,0,0.20833333,9272
2017,"Chris Herrmann","ARI",36,47,45,7,4,1,0,2,2,6,2,0,12,0,0,0,0,0,0,0.15555556,9284
2017,"Patrick Corbin","ARI",13,20,17,0,0,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,9323
2017,"Brock Holt","BOS",23,30,25,7,7,0,0,0,0,1,4,0,4,1,0,0,0,0,0,0.28,9345
2017,"Matt Adams","2 Tms",42,63,61,11,5,3,0,3,3,12,2,0,16,0,0,0,2,0,0,0.18032787,9393
2017,"Jeremy Hazelbaker","ARI",11,12,11,4,2,1,0,1,1,5,1,0,5,0,0,0,0,0,0,0.36363636,9399
2017,"Quintin Berry","MIL",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9414
2017,"Justin Bour","MIA",58,98,87,22,14,2,0,6,6,21,10,0,29,0,1,0,5,0,0,0.25287356,9744
2017,"Jason Kipnis","CLE",61,134,116,24,13,8,0,3,3,14,11,0,24,2,4,1,0,0,0,0.20689655,9776
2017,"Kyle Seager","SEA",81,183,165,41,23,10,0,8,8,28,13,0,34,3,2,0,1,0,0,0.24848485,9785
2017,"Ryan Goins","TOR",54,78,69,17,13,4,0,0,0,5,6,0,21,0,1,2,1,0,0,0.24637681,9807
2017,"Efren Navarro","DET",8,10,9,4,2,0,1,1,1,1,1,0,2,0,0,0,0,0,0,0.44444444,9854
2017,"Jay Bruce","2 Tms",93,186,171,38,21,7,1,9,9,24,14,0,48,1,0,0,2,0,0,0.22222222,9892
2017,"Colby Rasmus","TBR",8,12,11,2,0,1,0,1,1,2,0,0,7,0,1,0,0,0,0,0.18181818,9893
2017,"Chris Rusin","COL",4,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,9895
2017,"Brett Gardner","NYY",83,169,148,31,24,4,1,2,2,12,15,0,28,4,0,2,1,0,0,0.20945946,9927
2017,"Ryan Schimpf","SDP",28,51,43,7,3,0,0,4,4,7,6,0,17,1,1,0,0,0,0,0.1627907,9953
2017,"Michael Saunders","PHI",35,60,57,11,6,1,2,2,2,8,3,0,15,0,0,0,2,0,0,0.19298246,9981
2017,"Tyler Skaggs","LAA",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10190
2017,"Brandon Belt","SFG",75,147,130,29,15,9,1,4,4,15,15,0,36,2,0,0,2,0,0,0.22307692,10264
2017,"Josh Smoker","NYM",1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10285
2017,"Zack Wheeler","NYM",2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10310
2017,"Danny Ortiz","PIT",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10317
2017,"Rey Fuentes","ARI",16,22,21,4,4,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0.19047619,10329
2017,"Scooter Gennett","CIN",71,115,109,27,18,5,0,4,4,20,5,0,34,1,0,0,1,0,0,0.24770642,10339
2017,"Derek Dietrich","MIA",57,87,75,23,16,6,1,0,0,8,6,0,18,6,0,0,1,0,0,0.30666667,10542
2017,"Scott Alexander","KCR",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10591
2017,"Rob Brantly","CHW",5,6,5,1,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0.2,10655
2017,"Corey Dickerson","TBR",88,165,156,48,30,12,3,3,3,13,6,0,43,2,1,0,1,0,0,0.30769231,10762
2017,"Jared Hoying","TEX",13,14,13,4,3,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0.30769231,10882
2017,"Greg Garcia","STL",35,46,35,3,3,0,0,0,0,0,6,0,13,2,0,3,1,0,0,0.08571429,10951
2017,"Jacob deGrom","NYM",8,15,13,1,1,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0.07692308,10954
2017,"Kevin Kiermaier","TBR",73,158,141,36,29,3,0,4,4,20,9,0,41,5,1,2,2,0,0,0.25531915,11038
2017,"Ramon Flores","LAA",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11165
2017,"Brett Nicholas","TEX",9,12,11,1,0,1,0,0,0,1,1,0,3,0,0,0,1,0,0,0.09090909,11192
2017,"Kole Calhoun","LAA",87,194,166,37,24,7,1,5,5,13,20,0,36,5,3,0,4,0,0,0.22289157,11200
2017,"Adam Eaton","WSN",10,13,11,2,1,0,1,0,0,2,1,0,3,0,1,0,0,0,0,0.18181818,11205
2017,"Mike Freeman","3 Tms",9,10,8,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,11241
2017,"Matthew den Dekker","DET",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11385
2017,"Matt Grace","WSN",3,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11449
2017,"Tony Wolters","COL",38,58,51,10,9,1,0,0,0,1,4,0,17,2,0,1,3,0,0,0.19607843,11470
2017,"Odubel Herrera","PHI",75,161,153,44,27,10,3,4,4,17,5,0,39,3,0,0,3,0,0,0.2875817,11476
2017,"Christian Yelich","MIA",91,173,158,42,29,9,1,3,3,18,12,0,33,3,0,0,6,0,0,0.26582278,11477
2017,"Robbie Ray","ARI",9,16,14,4,4,0,0,0,0,2,1,0,7,0,0,1,0,0,0,0.28571429,11486
2017,"Bryce Harper","WSN",67,129,119,37,27,7,0,3,3,13,9,0,36,0,1,0,3,0,0,0.31092437,11579
2017,"Jarrett Parker","SFG",19,29,28,7,5,1,0,1,1,4,0,0,10,1,0,0,0,0,0,0.25,11624
2017,"Justin Nicolino","MIA",4,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11754
2017,"Drew Robinson","TEX",18,20,18,6,4,1,0,1,1,3,2,0,6,0,0,0,0,0,0,0.33333333,11761
2017,"Noah Syndergaard","NYM",2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11762
2017,"Leonys Martin","2 Tms",13,24,21,5,2,1,1,1,1,4,2,0,2,1,0,0,1,0,0,0.23809524,11846
2017,"Mason Williams","NYY",2,5,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2,11859
2017,"Joc Pederson","LAD",37,55,49,10,7,2,0,1,1,4,6,0,14,0,0,0,1,0,0,0.20408163,11899
2017,"Joe Panik","SFG",95,175,155,45,38,6,0,1,1,13,13,0,21,2,2,3,7,0,0,0.29032258,11936
2017,"Travis Shaw","MIL",83,155,140,35,16,13,1,5,5,22,11,1,42,2,1,1,4,0,0,0.25,11982
2017,"Cody Asche","CHW",4,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11997
2017,"Max Kepler","MIN",78,137,125,19,13,3,1,2,2,12,7,0,40,3,1,1,2,0,0,0.152,12144
2017,"Eddie Rosario","MIN",90,183,172,48,34,11,1,2,2,15,5,0,35,0,4,2,4,0,0,0.27906977,12155
2017,"Ben Gamel","SEA",66,127,120,33,22,8,2,1,1,15,4,0,38,1,2,0,2,0,0,0.275,12160
2017,"Scott Schebler","CIN",73,138,134,37,20,11,0,6,6,18,1,0,30,2,1,0,1,0,0,0.2761194,12225
2017,"Brock Stassi","PHI",11,15,14,1,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0.07142857,12244
2017,"Rougned Odor","TEX",94,170,159,23,16,2,0,5,5,18,5,0,42,6,0,0,6,0,0,0.14465409,12282
2017,"Cory Spangenberg","SDP",69,129,122,24,21,1,0,2,2,9,5,0,52,1,1,0,0,0,0,0.19672131,12294
2017,"Jace Peterson","ATL",16,18,17,3,2,0,0,1,1,1,0,0,6,0,0,1,0,0,0,0.17647059,12325
2017,"Tommy La Stella","CHC",12,13,13,5,4,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0.38461538,12371
2017,"Kolten Wong","STL",51,86,73,20,17,2,0,1,1,9,10,1,16,1,2,0,1,0,0,0.2739726,12532
2017,"Raffy Lopez","TOR",7,12,11,1,1,0,0,0,0,2,1,0,6,0,0,0,0,0,0,0.09090909,12606
2017,"Tyler Collins","DET",10,11,10,1,0,1,0,0,0,0,1,0,3,0,0,0,1,0,0,0.1,12723
2017,"Tyler Pill","NYM",1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12751
2017,"Brad Miller","TBR",49,93,82,18,11,3,2,2,2,11,9,0,26,1,1,0,1,0,0,0.2195122,12775
2017,"Brian Goodwin","WSN",25,49,44,15,8,4,1,2,2,5,4,0,17,0,1,0,0,0,0,0.34090909,12858
2017,"Tyler Anderson","COL",7,12,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,12880
2017,"Gregory Polanco","PIT",50,97,91,21,14,7,0,0,0,7,5,0,22,1,0,0,2,0,0,0.23076923,12907
2017,"Brandon Nimmo","NYM",32,49,42,8,6,2,0,0,0,1,6,0,19,0,0,1,0,0,0,0.19047619,12927
2017,"Jackie Bradley Jr.","BOS",70,133,116,32,23,6,0,3,3,18,13,0,27,3,1,0,1,0,0,0.27586207,12984
2017,"Norichika Aoki","3 Tms",38,67,55,12,10,1,1,0,0,6,7,0,8,2,3,0,5,0,0,0.21818182,13075
2017,"Marco Hernandez","BOS",10,17,16,5,5,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0.3125,13154
2017,"Nicky Delmonico","CHW",18,39,31,8,5,1,0,2,2,5,7,0,8,1,0,0,1,0,0,0.25806452,13157
2017,"Eduardo Rodriguez","BOS",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13164
2017,"Nolan Fontana","LAA",2,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,13267
2017,"Jake Lamb","ARI",85,156,132,19,10,4,0,5,5,19,20,1,54,3,1,0,3,0,0,0.14393939,13329
2017,"Omar Narvaez","CHW",36,54,43,10,7,3,0,0,0,0,8,0,13,1,0,2,1,0,0,0.23255814,13338
2017,"Hoby Milner","PHI",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13346
2017,"Tyler Naquin","CLE",3,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,13359
2017,"Dylan Floro","CHC",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13394
2017,"Andrew Toles","LAD",5,5,5,2,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0.4,13414
2017,"Dwight Smith Jr.","TOR",5,10,8,2,1,1,0,0,0,0,1,0,3,1,0,0,0,0,0,0.25,13473
2017,"Jesse Winker","CIN",21,26,25,3,1,2,0,0,0,0,1,0,4,0,0,0,0,0,0,0.12,13590
2017,"Mallex Smith","TBR",26,43,41,11,10,0,1,0,0,1,1,0,15,0,0,1,0,0,0,0.26829268,13608
2017,"Corey Seager","LAD",90,190,169,55,37,10,0,8,8,29,16,0,43,3,2,0,3,0,0,0.32544379,13624
2017,"Sal Romano","CIN",3,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13690
2017,"Max Fried","ATL",2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13743
2017,"Travis Jankowski","SDP",11,18,16,2,2,0,0,0,0,0,1,0,7,1,0,0,0,0,0,0.125,13768
2017,"Bruce Maxwell","OAK",30,38,32,6,6,0,0,0,0,0,5,0,8,0,0,1,3,0,0,0.1875,13866
2017,"Brent Suter","MIL",3,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13942
2017,"Rio Ruiz","ATL",12,14,12,5,2,1,0,2,2,5,1,0,4,0,1,0,0,0,0,0.41666667,14103
2017,"Joey Gallo","TEX",76,128,106,24,11,6,0,7,7,17,17,0,51,5,0,0,1,0,0,0.22641509,14128
2017,"Daniel Vogelbach","SEA",2,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,14130
2017,"Greg Bird","NYY",20,32,28,8,4,1,0,3,3,8,3,0,7,0,1,0,0,0,0,0.28571429,14131
2017,"Nick Williams","PHI",45,93,84,23,18,1,2,2,2,19,5,0,27,3,1,0,2,0,0,0.27380952,14330
2017,"Matt Olson","OAK",31,53,46,9,5,0,0,4,4,6,5,0,14,2,0,0,1,0,0,0.19565217,14344
2017,"Raimel Tapia","COL",26,47,44,10,6,3,0,1,1,5,2,0,13,1,0,0,0,0,0,0.22727273,14350
2017,"Tyler Glasnow","PIT",3,4,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14374
2017,"Adam Conley","MIA",4,9,5,0,0,0,0,0,0,0,1,0,4,0,0,3,0,0,0,0,14457
2017,"Nomar Mazara","TEX",71,133,123,28,20,6,1,1,1,13,7,0,30,3,0,0,2,0,0,0.22764228,14553
2017,"Franchy Cordero","SDP",11,17,16,3,2,0,0,1,1,1,1,0,10,0,0,0,0,0,0,0.1875,14567
2017,"Tzu-Wei Lin","BOS",4,7,6,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.33333333,14678
2017,"Anthony Banda","ARI",1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14706
2017,"Brett Phillips","MIL",8,11,9,1,1,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0.11111111,14735
2017,"Julio Urias","LAD",1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14765
2017,"Tony Kemp","HOU",5,10,9,2,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.22222222,14894
2017,"Jaycob Brugman","OAK",16,19,18,3,3,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0.16666667,14936
2017,"Boog Powell","2 Tms",11,13,9,2,1,1,0,0,0,2,4,0,1,0,0,0,0,0,0,0.22222222,15103
2017,"Ryan McMahon","COL",4,5,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,15112
2017,"Carlos Asuaje","SDP",40,82,74,17,15,1,0,1,1,3,6,0,14,0,0,2,2,0,0,0.22972973,15197
2017,"Adam Frazier","PIT",44,63,56,17,16,1,0,0,0,10,3,0,11,2,1,1,1,0,0,0.30357143,15223
2017,"Cody Reed","CIN",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15232
2017,"Mike Tauchman","COL",4,7,5,2,2,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0.4,15274
2017,"Steven Brault","PIT",3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15291
2017,"Zack Granite","MIN",13,20,17,6,5,0,0,1,1,6,3,0,2,0,0,0,0,0,0,0.35294118,15343
2017,"J.P. Crawford","PHI",13,28,23,2,1,1,0,0,0,0,5,0,10,0,0,0,0,0,0,0.08695652,15491
2017,"Dillon Overton","SDP",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15627
2017,"Jacob Hannemann","SEA",2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15644
2017,"Dominic Smith","NYM",23,37,31,4,2,2,0,0,0,3,5,0,13,0,1,0,3,0,0,0.12903226,15653
2017,"Chance Sisco","BAL",5,6,5,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,15694
2017,"Tyler Wade","NYY",9,12,11,1,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0.09090909,15730
2017,"Ryder Jones","SFG",24,34,31,5,5,0,0,0,0,0,2,1,14,1,0,0,0,0,0,0.16129032,15982
2017,"Cody Bellinger","LAD",87,173,155,42,22,6,2,12,12,42,15,0,42,1,2,0,1,0,0,0.27096774,15998
2017,"Carlos Rodon","CHW",1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16137
2017,"Brandon Woodruff","MIL",2,4,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,16162
2017,"Derek Fisher","HOU",19,33,29,7,6,0,1,0,0,4,4,0,11,0,0,0,0,0,0,0.24137931,16192
2017,"Brandon Finnegan","CIN",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16208
2017,"Bradley Zimmer","CLE",47,80,74,18,14,3,0,1,1,9,4,0,19,2,0,0,3,0,0,0.24324324,16221
2017,"AJ Reed","HOU",1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16246
2017,"Kyle Freeland","COL",11,20,19,1,1,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0.05263158,16256
2017,"Michael Conforto","NYM",52,109,99,21,10,5,0,6,6,12,8,0,41,2,0,0,1,0,0,0.21212121,16376
2017,"Kyle Schwarber","CHC",62,98,82,14,7,3,1,3,3,8,16,0,34,0,0,0,0,0,0,0.17073171,16478
2017,"Jordan Montgomery","NYY",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16511
2017,"Brock Stewart","LAD",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16727
2017,"Colin Moran","HOU",3,5,5,2,1,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0.4,16909
2017,"Sean Newcomb","ATL",3,5,3,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,16943
2017,"Magneuris Sierra","STL",10,13,13,6,6,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0.46153846,17023
2017,"Alex Verdugo","LAD",3,5,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,17027
2017,"Rafael Devers","BOS",35,57,50,20,14,4,0,2,2,4,7,0,17,0,0,0,1,0,0,0.4,17350
2017,"Ariel Miranda","SEA",2,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,17526
2017,"JT Riddle","MIA",32,63,61,16,13,3,0,0,0,11,1,0,14,0,1,0,1,0,0,0.26229508,17642
2017,"Willie Calhoun","TEX",6,12,11,3,3,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0.27272727,17838
2017,"Andrew Benintendi","BOS",71,131,112,26,22,3,0,1,1,9,18,0,23,0,1,0,3,0,0,0.23214286,17901
2017,"Andrew Stevenson","WSN",11,16,13,0,0,0,0,0,0,0,2,0,7,0,0,1,0,0,0,0,17932
2017,"Hyun Soo Kim","2 Tms",15,16,15,2,2,0,0,0,0,1,1,0,7,0,0,0,0,0,0,0.13333333,18718
2017,"Dillon Peters","MIA",2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,18790
2018,"Ichiro Suzuki","SEA",7,11,8,4,4,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0.5,1101
2018,"Chase Utley","LAD",14,17,14,2,1,1,0,0,0,3,2,0,4,0,1,0,0,0,0,0.14285714,1679
2018,"Joe Mauer","MIN",72,142,130,39,32,5,0,2,2,15,10,0,27,2,0,0,1,0,0,0.3,1857
2018,"Adrian Gonzalez","NYM",19,24,22,5,5,0,0,0,0,7,1,0,6,0,1,0,2,0,0,0.22727273,1908
2018,"Clayton Kershaw","LAD",11,20,15,6,5,1,0,0,0,4,3,0,2,0,0,2,0,0,0,0.4,2036
2018,"Jorge De La Rosa","ARI",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2047
2018,"David Peralta","ARI",93,187,173,41,29,4,0,8,8,22,10,0,47,4,0,0,3,0,0,0.23699422,2136
2018,"Pedro Alvarez","BAL",7,9,8,2,1,0,0,1,1,2,1,0,3,0,0,0,1,0,0,0.25,2495
2018,"Lucas Duda","KCR",60,102,89,16,13,1,0,2,2,14,4,0,33,6,3,0,2,0,0,0.17977528,2502
2018,"Yonder Alonso","CLE",79,138,128,29,22,3,0,4,4,19,8,0,37,1,1,0,3,0,0,0.2265625,2530
2018,"Mitch Moreland","BOS",58,105,95,23,15,5,1,2,2,14,9,0,28,0,1,0,5,0,0,0.24210526,3086
2018,"Gregor Blanco","SFG",22,32,29,6,5,1,0,0,0,0,2,0,10,0,0,1,0,0,0,0.20689655,3123
2018,"Shin-Soo Choo","TEX",95,210,181,40,28,10,0,2,2,15,22,0,56,7,0,0,3,0,0,0.22099448,3174
2018,"Francisco Liriano","DET",1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3201
2018,"T.J. McFarland","ARI",2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3237
2018,"Robinson Cano","SEA",52,124,108,36,24,10,0,2,2,23,13,0,15,2,1,0,3,0,0,0.33333333,3269
2018,"Matt Joyce","OAK",18,24,19,3,1,1,0,1,1,2,3,0,4,1,0,1,0,0,0,0.15789474,3353
2018,"Miguel Montero","WSN",4,4,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3364
2018,"Anthony Rizzo","CHC",85,165,149,37,27,6,0,4,4,27,10,0,32,5,1,0,5,0,0,0.24832215,3473
2018,"Eric Hosmer","SDP",104,242,223,40,26,8,2,4,4,24,17,0,44,1,1,0,10,0,0,0.1793722,3516
2018,"Danny Duffy","KCR",1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3542
2018,"Clay Buchholz","ARI",4,9,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3543
2018,"Clayton Richard","SDP",6,7,5,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,3551
2018,"Eric Thames","MIL",26,29,27,5,2,2,0,1,1,3,2,0,10,0,0,0,1,0,0,0.18518519,3711
2018,"Zach Duke","MIN",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3840
2018,"Josh Reddick","HOU",73,144,134,36,20,7,2,7,7,22,10,0,23,0,0,0,2,0,0,0.26865672,3892
2018,"Michael Brantley","CLE",78,170,159,44,36,5,0,3,3,16,6,0,20,4,0,0,5,0,0,0.27672956,4106
2018,"Joey Votto","CIN",101,217,181,47,36,6,0,5,5,26,31,1,42,5,0,0,6,0,0,0.25966851,4314
2018,"Daniel Murphy","2 Tms",48,87,80,19,17,1,0,1,1,7,5,0,15,0,2,0,1,0,0,0.2375,4316
2018,"Curtis Granderson","2 Tms",21,28,23,4,2,2,0,0,0,2,3,0,13,1,0,1,0,0,0,0.17391304,4747
2018,"Rich Hill","LAD",10,18,18,1,1,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0.05555556,4806
2018,"Brian McCann","HOU",33,54,45,9,8,0,0,1,1,3,6,0,14,3,0,0,3,0,0,0.2,4810
2018,"Jarrod Dyson","ARI",29,55,44,11,8,2,1,0,0,4,8,0,11,0,1,2,0,0,0,0.25,4866
2018,"Mike Montgomery","CHC",4,6,6,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,4869
2018,"Mike Moustakas","2 Tms",102,196,181,47,30,11,0,6,6,28,8,0,29,4,3,0,5,0,0,0.25966851,4892
2018,"Ender Inciarte","ATL",89,176,157,42,34,6,1,1,1,13,12,0,25,3,2,2,2,0,0,0.26751592,4922
2018,"Jon Lester","CHC",9,18,18,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4930
2018,"Jason Heyward","CHC",62,101,93,27,21,5,0,1,1,17,7,0,15,0,0,1,1,0,0,0.29032258,4940
2018,"Luis Valbuena","LAA",32,40,36,8,5,2,0,1,1,2,3,0,13,1,0,0,0,0,0,0.22222222,4969
2018,"Cole Hamels","CHC",2,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,4972
2018,"Alex Gordon","KCR",85,165,147,31,26,4,0,1,1,13,15,0,37,3,0,0,4,0,0,0.21088435,5209
2018,"Wade LeBlanc","SEA",1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5221
2018,"Jon Jay","2 Tms",72,170,145,35,34,0,1,0,0,6,16,0,31,8,0,1,5,0,0,0.24137931,5227
2018,"Brandon Crawford","SFG",98,210,190,52,36,8,2,6,6,21,14,3,41,4,2,0,2,0,0,0.27368421,5343
2018,"Freddie Freeman","ATL",108,234,204,63,40,11,2,10,10,37,25,3,47,4,1,0,4,0,0,0.30882353,5361
2018,"Ji-Man Choi","2 Tms",21,25,22,3,2,0,0,1,1,3,2,0,8,1,0,0,1,0,0,0.13636364,5452
2018,"Nick Markakis","ATL",118,248,225,64,42,17,1,4,4,32,20,2,37,1,2,0,7,0,0,0.28444444,5930
2018,"Didi Gregorius","NYY",74,160,144,40,29,5,1,5,5,16,11,0,19,2,2,1,3,0,0,0.27777778,6012
2018,"Jim Adduci","DET",16,20,20,2,2,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0.1,6448
2018,"JB Shuck","MIA",20,24,22,5,4,1,0,0,0,1,1,0,3,0,0,1,0,0,0,0.22727273,6677
2018,"Martin Perez","TEX",2,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6902
2018,"Juan Centeno","TEX",3,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.33333333,7168
2018,"Carlos Gonzalez","COL",76,146,139,36,23,7,2,4,4,17,6,0,29,1,0,0,2,0,0,0.25899281,7287
2018,"Alex Avila","ARI",21,34,29,6,4,1,0,1,1,2,5,0,11,0,0,0,1,0,0,0.20689655,7476
2018,"Lonnie Chisenhall","CLE",7,8,7,2,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0.28571429,7571
2018,"Charlie Blackmon","COL",113,261,239,70,51,7,2,10,10,24,16,0,52,6,0,0,6,0,0,0.29288703,7859
2018,"Ryan Flaherty","ATL",13,15,14,3,3,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0.21428571,7888
2018,"Eric Sogard","MIL",11,15,12,2,2,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0.16666667,7927
2018,"Jason Vargas","NYM",3,5,3,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,8044
2018,"Matt Carpenter","STL",89,196,164,38,18,11,0,9,9,21,30,1,46,1,0,0,0,0,0,0.23170732,8090
2018,"Dee Strange-Gordon","SEA",75,178,165,43,37,5,1,0,0,11,1,0,23,6,3,3,4,0,0,0.26060606,8203
2018,"Denard Span","2 Tms",58,103,86,26,19,4,1,2,2,18,12,0,18,2,3,0,2,0,0,0.30232558,8347
2018,"Daniel Descalso","ARI",60,74,63,18,12,1,1,4,4,12,8,0,23,1,2,0,1,0,0,0.28571429,8392
