Season,Name,playerId,Team,Bats,G_L,PA_L,AB_L,H_L,1B_L,2B_L,3B_L,HR_L,R_L,RBI_L,BB_L,IBB_L,SO_L,HBP_L,SF_L,SH_L,GDP_L,SB_L,CS_L,AVG_L,G_R,PA_R,AB_R,H_R,1B_R,2B_R,3B_R,HR_R,R_R,RBI_R,BB_R,IBB_R,SO_R,HBP_R,SF_R,SH_R,GDP_R,SB_R,CS_R,AVG_R,BsR,C,Fld,1B,2B,SS,3B,LF,CF,RF,DH
2019.0,A.J. Pollock,9256,Los Angeles Dodgers,R,19.55625,52.15,48.81666667,13.23,6.25707,4.85613,0.19845,1.91835,7.0,7.0,3.333333333,0.0,21.57071429,0.5215,0.289722222,0.173833333,1.043,3.7215,0.930375,0.27101399800000003,35.47619048,96.85,88.18333333,22.77,13.57771429,3.337142857,0.309795918,5.545346939,14.0,14.0,8.666666667000001,0.0,23.936999999999998,0.9685,0.538055556,0.322833333,1.9369999999999998,4.9685,1.242125,0.258212058,0.4,0.0,-0.3,0.0,0.0,0.0,0.0,114.0,9.0,0.0,25.0
2019.0,Aaron Hicks,5297,New York Yankees,S,22.875,61.0,54.33333333,12.66666667,6.346666667,3.786666667,0.18095238100000002,2.352380952,9.0,9.0,6.666666667,0.0,30.371,0.61,0.33888888899999997,0.203333333,1.22,3.01,0.7525,0.23312883399999998,45.75,122.0,104.66666670000001,25.33333333,15.69333333,4.066666667,0.3619047620000001,5.211428571,18.0,18.0,17.33333333,0.0,30.371,1.22,0.6777777779999999,0.40666666700000004,2.44,4.22,1.055,0.242038217,0.3,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,183.0,0.0,0.0
2019.0,Aaron Judge,15640,New York Yankees,R,27.16875,72.45,63.28333333,16.17,2.04753,11.53527,0.24255,2.34465,10.0,10.0,9.166666667000001,0.0,28.80428571,0.7245,0.4025,0.2415,1.449,1.5245,0.381125,0.255517514,49.28571429,134.55,110.71666670000002,27.83,13.7727619,6.9009523810000015,0.37863945600000004,6.777646259,20.0,20.0,23.83333333,0.0,31.85,1.3455,0.7475,0.4485,2.6910000000000003,2.3455,0.586375,0.251362336,0.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,12.0
2019.0,Aaron Whitefield,19938,Minnesota,R,60.0,220.0,200.0,50.0,34.0,10.0,1.0,5.0,25.0,25.0,20.0,0.0,50.0,3.0,2.0,0.0,3.0,5.0,1.0,0.25,0.0,220.0,200.0,50.0,34.0,10.0,1.0,5.0,25.0,25.0,20.0,0.0,50.0,3.0,2.0,0.0,3.0,5.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2019.0,Abraham Toro,19844,Houston,S,2.625,7.0,6.166666667,1.333333333,0.573333333,0.493333333,0.019047619,0.247619048,1.0,1.0,0.833333333,0.0,3.3739999999999997,0.07,0.038888888999999996,0.023333332999999998,0.14,0.07,0.0175,0.21621621600000002,5.25,14.0,11.83333333,2.666666667,1.3466666669999998,0.7333333329999999,0.038095238,0.548571429,2.0,2.0,2.166666667,0.0,3.3739999999999997,0.14,0.07777777799999999,0.046666667,0.28,0.14,0.035,0.22535211300000002,0.0,0.0,0.0,9.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
2019.0,Adalberto Mondesi,13769,Kansas City,S,24.875,66.33333333,63.55555556,15.66666667,10.68666667,1.8466666669999998,0.22380952399999998,2.90952381,9.0,9.0,2.777777778,0.0,33.938,0.663333333,0.368518519,0.22111111100000005,1.326666667,12.66333333,3.165833333,0.246503497,49.75,132.6666667,125.44444440000001,31.33333333,23.37333333,1.066666667,0.44761904799999996,6.445714286,19.0,19.0,7.222222222,0.0,33.938,1.326666667,0.737037037,0.4422222220000001,2.653333333,16.32666667,4.0816666669999995,0.249778565,1.5,0.0,1.6,0.0,0.0,199.0,0.0,0.0,0.0,0.0,0.0
2019.0,Adam Duvall,10950,Atlanta,R,11.41875,30.45,28.22777778,6.615,1.428535,4.128065,0.099225,0.959175,4.0,4.0,2.222222222,0.0,15.10185714,0.3045,0.169166667,0.1015,0.609,0.3045,0.076125,0.234343633,20.71428571,56.55,50.77222222,11.385,5.888857142999999,2.568571429,0.154897959,2.772673469,8.0,8.0,5.777777778,0.0,16.531,0.5655,0.314166667,0.1885,1.131,0.5655,0.141375,0.224236787,0.0,0.0,0.6,14.0,0.0,0.0,0.0,32.0,0.0,34.0,7.0
2019.0,Adam Engel,15082,Chicago White Sox,R,6.16875,16.45,15.33888889,3.3075,1.8142675,0.9640325000000001,0.0496125,0.4795875,2.0,2.0,1.111111111,0.0,8.587428571,0.1645,0.091388889,0.054833333,0.32899999999999996,0.9645,0.241125,0.21562839600000008,11.19047619,30.55,27.66111111,5.6925,3.9444285710000004,0.28428571399999997,0.07744898,1.386336735,4.0,4.0,2.888888889,0.0,9.384,0.3055,0.169722222,0.10183333300000001,0.611,1.3055,0.326375,0.20579433600000002,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0
2019.0,Adam Frazier,15223,Pittsburg,L,24.64285714,65.71428571,60.71428571,15.41950113,11.71743872,0.030752619,0.20978913100000002,3.461520663,9.0,9.0,5.0,0.0,32.016,0.6571428570000001,0.365079365,0.219047619,1.3142857140000002,0.6571428570000001,0.164285714,0.253968254,54.3375,141.28571430000005,128.2857143,35.58049887,29.06852381,0.071904762,0.5337074829999999,5.906362812,21.0,21.0,13.0,0.0,28.78285714,1.412857143,0.784920635,0.47095238100000003,2.825714286,1.412857143,0.353214286,0.277353555,-0.1,0.0,0.1,0.0,179.0,0.0,0.0,0.0,0.0,0.0,28.0
2019.0,Adeiny Hechavarria,10459,Atlanta,R,4.85625,12.95,12.11666667,2.94,1.99046,0.47913999999999995,0.0441,0.4263,1.0,1.0,0.833333333,0.0,5.838857142999999,0.1295,0.07194444400000001,0.043166667,0.259,0.1295,0.032375,0.24264099,8.80952381,24.05,21.88333333,5.06,3.595047619,0.163809524,0.068843537,1.23229932,3.0,3.0,2.166666667,0.0,6.4479999999999995,0.2405,0.133611111,0.080166667,0.48100000000000004,0.2405,0.060125,0.23122620000000002,0.0,0.0,0.2,0.0,7.0,21.0,9.0,0.0,0.0,0.0,0.0
2019.0,Adolis Garcia,19287,Texas,R,60.0,220.0,200.0,50.0,34.0,10.0,1.0,5.0,25.0,25.0,20.0,0.0,50.0,3.0,2.0,0.0,3.0,5.0,1.0,0.25,0.0,220.0,200.0,50.0,34.0,10.0,1.0,5.0,25.0,25.0,20.0,0.0,50.0,3.0,2.0,0.0,3.0,5.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,7.0,0.0
2019.0,Albert Almora Jr.,14109,Chicago Cubs,R,13.51875,36.05,34.10555556,9.1875,6.7951875,0.9223125,0.1378125,1.3321875,5.0,5.0,1.9444444440000002,0.0,15.16357143,0.3605,0.20027777800000002,0.12016666699999999,0.721,0.3605,0.090125,0.269384265,24.52380952,66.95,61.89444444,15.8125,11.73452381,0.011904762,0.215136054,3.8509353739999996,10.0,10.0,5.055555556,0.0,16.827,0.6695,0.371944444,0.22316666699999999,1.339,0.6695,0.167375,0.255475272,-0.2,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0
2019.0,Albert Pujols,1177,Los Angeles Angels,R,20.475,54.6,51.54444444,12.8625,7.2332625,3.5712375,0.1929375,1.8650625,8.0,8.0,3.0555555560000003,0.0,25.91285714,0.546,0.303333333,0.182,1.092,0.546,0.1365,0.249541927,37.14285714,101.4,93.45555556,22.1375,15.02833333,1.4166666669999999,0.30119047600000004,5.3913095239999995,15.0,15.0,7.944444444,0.0,28.49,1.014,0.563333333,0.33799999999999997,2.028,1.014,0.2535,0.23687730399999998,-0.7,0.0,-0.6,137.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
2019.0,Aledmys Diaz,15937,Houston,R,9.1875,24.5,22.55555556,5.88,3.18092,1.7582799999999998,0.0882,0.8526,3.0,3.0,1.9444444440000002,0.0,10.22585714,0.245,0.136111111,0.081666667,0.49,0.245,0.06125,0.260689655,16.66666667,45.5,40.44444444,10.12,6.990095237999999,0.5276190479999999,0.137687075,2.464598639,6.0,6.0,5.055555556,0.0,11.327,0.455,0.252777778,0.151666667,0.91,0.455,0.11375,0.25021978,-0.2,0.0,-0.4,12.0,12.0,12.0,16.0,7.0,0.0,0.0,12.0
2019.0,Alex Avila,7476,Minnesota,L,8.69047619,23.17460317,19.56349206,3.6281179139999997,2.204103229,0.560177087,0.049362148,0.81447545,3.0,3.0,3.611111111,0.0,13.92,0.231746032,0.128747795,0.077248677,0.46349206299999995,0.231746032,0.057936508,0.185453492,19.1625,49.82539683,40.43650794,8.371882086,3.89847619,2.9580952380000003,0.12557823099999998,1.389732426,7.0,7.0,9.388888889,0.0,12.79542857,0.498253968,0.27680776,0.166084656,0.9965079370000001,0.498253968,0.124563492,0.20703771199999998,-0.2,70.0,0.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Alex Blandino,16271,Cincinatti,R,60.0,220.0,200.0,50.0,34.0,10.0,1.0,5.0,25.0,25.0,20.0,0.0,50.0,3.0,2.0,0.0,3.0,5.0,1.0,0.25,0.0,220.0,200.0,50.0,34.0,10.0,1.0,5.0,25.0,25.0,20.0,0.0,50.0,3.0,2.0,0.0,3.0,5.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
2019.0,Alex Bregman,17678,Houston,R,28.48125,75.95,66.50555556,18.7425,5.6141825,10.1295175,0.2811375,2.7176625,11.0,11.0,9.444444444,0.0,25.94742857,0.7595,0.421944444,0.253166667,1.5190000000000001,1.5595,0.389875,0.281818562,51.66666667,141.05,116.49444440000002,32.2575,17.81842857,6.144285714,0.43887755100000003,7.855908163,21.0,21.0,24.55555556,0.0,29.04,1.4105,0.7836111109999999,0.47016666700000004,2.821,2.4105,0.602625,0.276901617,0.1,0.0,-0.3,0.0,0.0,16.0,200.0,0.0,0.0,0.0,0.0
2019.0,Alex Dickerson,12649,San Francisco,L,16.66666667,44.44444444,40.83333333,9.977324263,7.511283879,0.090486988,0.135745908,2.2398074880000003,6.0,6.0,3.611111111,0.0,22.654,0.444444444,0.24691358,0.148148148,0.8888888890000001,0.444444444,0.111111111,0.244342635,36.75,95.55555556,86.16666667,23.02267574,18.42080952,0.434761905,0.345340136,3.821764172,14.0,14.0,9.388888889,0.0,20.45171429,0.955555556,0.530864198,0.318518519,1.9111111109999999,0.955555556,0.238888889,0.267187726,0.0,0.0,-0.9,0.0,0.0,0.0,0.0,133.0,0.0,0.0,7.0
2019.0,Alex Gordon,5209,Kansas City,L,19.88095238,53.01587302,48.01587302,11.1866969,8.379318288,0.143879351,0.152199958,2.511299304,7.0,7.0,5.0,0.0,28.0,0.53015873,0.294532628,0.176719577,1.06031746,0.53015873,0.13253968300000002,0.232979142,43.8375,113.984127,100.984127,25.813303100000002,21.12030159,0.020793651,0.387199546,4.285008314,17.0,17.0,13.0,0.0,25.375999999999998,1.13984127,0.63324515,0.37994709,2.27968254,1.13984127,0.284960317,0.255617431,-0.3,0.0,1.6,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0
2019.0,Alex Jackson,17276,Atlanta,R,60.0,220.0,200.0,50.0,34.0,10.0,1.0,5.0,25.0,25.0,20.0,0.0,50.0,3.0,2.0,0.0,3.0,5.0,1.0,0.25,0.0,220.0,200.0,50.0,34.0,10.0,1.0,5.0,25.0,25.0,20.0,0.0,50.0,3.0,2.0,0.0,3.0,5.0,1.0,0.25,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Alex Kirilloff,sa917929,Minnesota,L,60.0,220.0,200.0,50.0,34.0,10.0,1.0,5.0,25.0,25.0,20.0,0.0,50.0,3.0,2.0,0.0,3.0,5.0,1.0,0.25,0.0,220.0,200.0,50.0,34.0,10.0,1.0,5.0,25.0,25.0,20.0,0.0,50.0,3.0,2.0,0.0,3.0,5.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0
2019.0,Alex Verdugo,17027,Boston,L,21.19047619,56.50793651,52.06349206,14.51247166,11.01641291,0.040708347,0.19744859399999998,3.2579017999999995,8.0,8.0,4.444444444,0.0,23.37,0.565079365,0.313932981,0.188359788,1.13015873,1.365079365,0.341269841,0.278745645,46.725,121.4920635,109.93650790000001,33.48752834,27.39390476,0.032380952000000005,0.502312925,5.558929705,18.0,18.0,11.55555556,0.0,20.69914286,1.214920635,0.6749559079999999,0.404973545,2.42984127,2.214920635,0.553730159,0.304607896,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0
2019.0,Amed Rosario,15518,New York Mets,R,27.5625,73.5,70.44444444,19.845,15.285604999999999,1.384195,0.297675,2.877525,11.0,11.0,3.0555555560000003,0.0,29.66285714,0.735,0.40833333299999997,0.245,1.47,3.135,0.78375,0.281711356,50.0,136.5,128.5555556,34.155,25.26657143,0.10571428599999999,0.46469387799999995,8.318020407999999,20.0,20.0,7.944444444,0.0,33.06,1.365,0.7583333329999999,0.455,2.73,4.365,1.09125,0.2656828,0.3,0.0,-0.6,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0
2019.0,Andrelton Simmons,10847,Los Angeles Angels,R,22.8375,60.9,57.84444444,16.17,13.447529999999999,0.13527,0.24255,2.34465,9.0,9.0,3.0555555560000003,0.0,24.344,0.609,0.33833333299999996,0.203,1.218,0.609,0.15225,0.279542835,41.42857143,113.1,105.15555559999999,27.83,20.572761899999996,0.100952381,0.37863945600000004,6.777646259,16.0,16.0,7.944444444,0.0,27.131999999999998,1.131,0.6283333329999999,0.377,2.262,1.131,0.28275,0.264655537,0.0,0.0,3.3,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0
2019.0,Andres Gimenez,19950,New York Mets,L,60.0,220.0,200.0,50.0,34.0,10.0,1.0,5.0,25.0,25.0,20.0,0.0,50.0,3.0,2.0,0.0,3.0,5.0,1.0,0.25,0.0,220.0,200.0,50.0,34.0,10.0,1.0,5.0,25.0,25.0,20.0,0.0,50.0,3.0,2.0,0.0,3.0,5.0,1.0,0.25,0.0,0.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0
2019.0,Andrew Benintendi,17901,Boston,L,24.52380952,65.3968254,58.45238095,14.2101285,10.64940431,0.17736025600000002,0.193335082,3.190028846,9.0,9.0,6.944444444,0.0,32.16,0.653968254,0.3633156970000001,0.21798941800000002,1.307936508,3.8539682539999998,0.963492063,0.243106068,54.075,140.60317460000002,122.547619,32.789871500000004,26.76903175,0.085873016,0.491848073,5.44311867,21.0,21.0,18.05555556,0.0,29.02057143,1.406031746,0.781128748,0.46867724899999996,2.812063492,5.406031746,1.3515079369999998,0.267568409,0.4,0.0,0.6,0.0,0.0,0.0,0.0,199.0,7.0,0.0,0.0
2019.0,Andrew Susac,13132,Pittsburg,R,60.0,220.0,200.0,50.0,34.0,10.0,1.0,5.0,25.0,25.0,20.0,0.0,50.0,3.0,2.0,0.0,3.0,5.0,1.0,0.25,0.0,220.0,200.0,50.0,34.0,10.0,1.0,5.0,25.0,25.0,20.0,0.0,50.0,3.0,2.0,0.0,3.0,5.0,1.0,0.25,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Andrew Velazquez,14196,Baltimore,S,8.0,21.33333333,20.22222222,4.666666667,3.706666667,0.026666667,0.066666667,0.8666666670000001,3.0,3.0,1.111111111,0.0,11.684000000000001,0.213333333,0.118518519,0.07111111099999999,0.4266666670000001,0.213333333,0.053333333,0.23076923100000002,16.0,42.66666667,39.77777778,9.333333332999999,7.213333333,0.066666667,0.133333333,1.92,6.0,6.0,2.888888889,0.0,11.684000000000001,0.4266666670000001,0.237037037,0.14222222199999998,0.8533333329999999,0.4266666670000001,0.10666666699999999,0.234636872,0.0,0.0,0.0,0.0,26.0,24.0,0.0,0.0,14.0,0.0,0.0
2019.0,Andy Ibanez,sa914201,Texas,R,60.0,220.0,200.0,50.0,34.0,10.0,1.0,5.0,25.0,25.0,20.0,0.0,50.0,3.0,2.0,0.0,3.0,5.0,1.0,0.25,0.0,220.0,200.0,50.0,34.0,10.0,1.0,5.0,25.0,25.0,20.0,0.0,50.0,3.0,2.0,0.0,3.0,5.0,1.0,0.25,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Andy Young,sa919031,Arizona,R,60.0,220.0,200.0,50.0,34.0,10.0,1.0,5.0,25.0,25.0,20.0,0.0,50.0,3.0,2.0,0.0,3.0,5.0,1.0,0.25,0.0,220.0,200.0,50.0,34.0,10.0,1.0,5.0,25.0,25.0,20.0,0.0,50.0,3.0,2.0,0.0,3.0,5.0,1.0,0.25,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Anthony Bemboom,13854,Los Angeles Angels,L,60.0,220.0,200.0,50.0,34.0,10.0,1.0,5.0,25.0,25.0,20.0,0.0,50.0,3.0,2.0,0.0,3.0,5.0,1.0,0.25,0.0,220.0,200.0,50.0,34.0,10.0,1.0,5.0,25.0,25.0,20.0,0.0,50.0,3.0,2.0,0.0,3.0,5.0,1.0,0.25,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Anthony Rendon,12861,Los Angeles Angels,R,27.95625,74.55,66.77222222,18.7425,7.6141825,8.1295175,0.2811375,2.7176625,11.0,11.0,7.777777778,0.0,26.87657143,0.7455,0.41416666700000004,0.2485,1.4909999999999999,2.3455,0.586375,0.28069306899999996,50.71428571,138.45,118.2277778,32.2575,17.81842857,6.144285714,0.43887755100000003,7.855908163,20.0,20.0,20.22222222,0.0,30.016,1.3845,0.769166667,0.4615,2.7689999999999997,3.3845,0.846125,0.272841972,0.2,0.0,1.6,0.0,0.0,0.0,213.0,0.0,0.0,0.0,0.0
2019.0,Anthony Rizzo,3473,Chicago Cubs,L,25.23809524,67.30158730000001,58.13492063,15.11715797,8.150430119,3.3674045280000002,0.20567561899999998,3.3936477089999997,10.0,10.0,9.166666667000001,0.0,28.638,0.673015873,0.373897707,0.224338624,1.346031746,0.673015873,0.168253968,0.260035755,55.65,144.69841269999995,120.8650794,34.88284203,15.24365079,13.32539683,0.52324263,5.790551776,21.0,21.0,23.83333333,0.0,25.61571429,1.446984127,0.8038800709999999,0.482328042,2.893968254,1.446984127,0.3617460320000001,0.288609764,-0.6,0.0,1.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
2019.0,Anthony Santander,14551,Baltimore,S,23.75,63.33333333,60.0,15.0,9.5,2.5,0.214285714,2.785714286,9.0,9.0,3.333333333,0.0,31.521,0.6333333329999999,0.351851852,0.21111111100000002,1.266666667,0.6333333329999999,0.15833333300000002,0.25,47.5,126.66666670000001,118.0,30.0,21.0,2.4,0.428571429,6.171428571,18.0,18.0,8.666666667000001,0.0,31.521,1.266666667,0.703703704,0.42222222200000004,2.5333333330000003,1.266666667,0.316666667,0.254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,12.0,128.0,12.0
2019.0,Aramis Garcia,16925,San Francisco,R,60.0,220.0,200.0,50.0,34.0,10.0,1.0,5.0,25.0,25.0,20.0,0.0,50.0,3.0,2.0,0.0,3.0,5.0,1.0,0.25,0.0,220.0,200.0,50.0,34.0,10.0,1.0,5.0,25.0,25.0,20.0,0.0,50.0,3.0,2.0,0.0,3.0,5.0,1.0,0.25,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Aristides Aquino,15482,Cincinatti,R,11.025,29.4,27.45555556,6.615,1.628535,3.928065,0.099225,0.959175,4.0,4.0,1.9444444440000002,0.0,14.19371429,0.294,0.163333333,0.098,0.588,0.294,0.0735,0.24093484399999998,20.0,54.6,49.54444444,11.385,6.088857142999999,2.368571429,0.154897959,2.772673469,8.0,8.0,5.055555556,0.0,15.575999999999999,0.546,0.303333333,0.182,1.092,0.546,0.1365,0.229793676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,16.0,47.0
2019.0,Austin Allen,18083,Oakland,L,7.857142857,20.95238095,19.56349206,4.232804233,2.938120433,0.286873268,0.057589173,0.950221358,3.0,3.0,1.388888889,0.0,12.314,0.20952381,0.116402116,0.06984127,0.419047619,0.20952381,0.052380952,0.21636240699999998,17.325,45.04761905,41.43650794,9.767195767,5.3482222219999995,2.651111111,0.146507937,1.6213544969999998,6.0,6.0,3.611111111,0.0,11.21285714,0.45047619,0.25026455,0.15015873,0.900952381,0.45047619,0.11261904800000001,0.235714742,0.0,64.0,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2019.0,Austin Barnes,12158,Los Angeles Dodgers,R,10.7625,28.7,25.64444444,5.88,3.98092,0.9582799999999999,0.0882,0.8526,4.0,4.0,3.0555555560000003,0.0,13.72642857,0.287,0.159444444,0.095666667,0.574,0.287,0.07175,0.22928942800000002,19.52380952,53.3,45.35555556,10.12,7.390095238,0.127619048,0.137687075,2.464598639,7.0,7.0,7.944444444,0.0,15.015,0.5329999999999999,0.29611111100000004,0.177666667,1.0659999999999998,0.5329999999999999,0.13325,0.22312591899999998,-0.1,82.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Austin Hays,19363,Baltimore,R,22.70625,60.55,57.49444444,14.7,7.3523,4.9957,0.2205,2.1315,9.0,9.0,3.0555555560000003,0.0,27.88571429,0.6055,0.33638888899999997,0.201833333,1.2109999999999999,0.6055,0.151375,0.25567687699999997,41.19047619,112.45,104.5055556,25.3,15.1752381,3.619047619,0.34421768700000005,6.1614965989999995,16.0,16.0,7.944444444,0.0,30.744,1.1245,0.624722222,0.374833333,2.249,1.1245,0.281125,0.24209239300000002,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0
2019.0,Austin Hedges,12976,San Diego,R,12.075,32.2,30.25555556,6.2475,2.0047275,3.2431725,0.0937125,0.9058875,4.0,4.0,1.9444444440000002,0.0,18.39885714,0.322,0.178888889,0.107333333,0.644,0.322,0.0805,0.206491003,21.904761899999997,59.8,54.74444444,10.7525,5.93947619,2.048095238,0.14629251699999998,2.618636054,8.0,8.0,5.055555556,0.0,19.992,0.598,0.332222222,0.199333333,1.196,0.598,0.1495,0.19641262399999998,0.0,92.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Austin Meadows,15672,Tampa Bay,L,20.11904762,53.65079365,49.48412698,12.698412699999999,8.0143613,1.6606198030000001,0.17276752,2.850664075,8.0,8.0,4.166666667,0.0,25.648000000000003,0.536507937,0.298059965,0.17883597899999998,1.073015873,2.1365079369999997,0.534126984,0.256615878,44.3625,115.3492063,104.515873,29.3015873,14.44466667,9.553333333,0.43952381,4.864063492,17.0,17.0,10.83333333,0.0,23.024,1.153492063,0.640828924,0.38449735399999996,2.3069841269999998,3.1534920630000003,0.788373016,0.28035538,0.2,0.0,-0.7,0.0,0.0,0.0,0.0,151.0,2.0,16.0,0.0
2019.0,Austin Nola,15941,Seattle,R,17.85,47.6,43.71111111,10.6575,8.090417500000001,0.8618825000000001,0.1598625,1.5453375,7.0,7.0,3.888888889,0.0,22.18714286,0.47600000000000003,0.264444444,0.15866666699999998,0.9520000000000001,1.276,0.319,0.243816726,32.38095238,88.4,78.28888889,18.3425,13.53204762,0.093809524,0.249557823,4.467085034,13.0,13.0,10.11111111,0.0,24.366,0.884,0.491111111,0.294666667,1.768,1.8840000000000001,0.47100000000000003,0.234292506,0.1,82.0,0.3,11.0,2.0,0.0,0.0,0.0,0.0,0.0,41.0
2019.0,Austin Riley,18360,Atlanta,R,20.08125,53.55,50.21666667,12.495,3.4094550000000003,7.086345,0.187425,1.811775,8.0,8.0,3.333333333,0.0,25.20614286,0.5355,0.2975,0.1785,1.071,0.5355,0.133875,0.248821772,36.42857143,99.45,90.78333333,21.505,11.87895238,4.096190476,0.29258503399999997,5.237272109,14.0,14.0,8.666666667000001,0.0,27.713,0.9945,0.5525,0.3315,1.989,0.9945,0.248625,0.236882688,-0.1,0.0,-0.4,7.0,0.0,0.0,108.0,9.0,0.0,0.0,30.0
2019.0,Austin Romine,5491,Detroit,R,14.30625,38.15,36.48333333,9.555,6.218995,1.807205,0.143325,1.385475,5.0,5.0,1.6666666669999999,0.0,17.292,0.3815,0.21194444399999998,0.12716666699999998,0.763,0.3815,0.095375,0.261900411,25.95238095,70.85,66.51666667,16.445,12.08390476,0.132380952,0.22374149699999998,4.004972789,10.0,10.0,4.333333333,0.0,19.096,0.7085,0.393611111,0.236166667,1.4169999999999998,0.7085,0.177125,0.24723127,-0.2,109.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Austin Slater,16153,San Francisco,R,8.1375,21.7,19.75555556,5.145,3.733305,0.588495,0.077175,0.746025,3.0,3.0,1.9444444440000002,0.0,9.125428571,0.217,0.120555556,0.072333333,0.434,0.217,0.05425,0.260433071,14.76190476,40.3,35.24444444,8.855,6.491333332999999,0.08666666699999999,0.12047619,2.15652381,6.0,6.0,5.055555556,0.0,10.086,0.40299999999999997,0.22388888899999998,0.134333333,0.8059999999999999,0.40299999999999997,0.10075,0.251245271,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,32.0,7.0,23.0,0.0
2019.0,Austin Wynns,15271,Baltimore,R,60.0,220.0,200.0,50.0,34.0,10.0,1.0,5.0,25.0,25.0,20.0,0.0,50.0,3.0,2.0,0.0,3.0,5.0,1.0,0.25,0.0,220.0,200.0,50.0,34.0,10.0,1.0,5.0,25.0,25.0,20.0,0.0,50.0,3.0,2.0,0.0,3.0,5.0,1.0,0.25,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Avg_Totals,0,NONE,S,47.50661626,94.31758034,84.21361059,22.02268431,13.69565217,4.425330813,0.344045369,3.557655955,12.06427221,11.60113422,8.228733458999999,0.41020794,20.92627599,0.965973535,0.578449905,0.289224953,1.897920605,1.058601134,0.440453686,0.242488425,83.59357278,243.44801510000002,217.5614367,55.36483932,33.83931947,11.33459357,1.109640832,9.081285444,31.236294899999997,29.93950851,20.99621928,0.996219282,54.48204159,2.6956521739999997,1.542533081,0.582230624,4.413988658,3.168241966,1.094517958,0.238990443,0.9,209.0,9.0,228.0,229.0,230.0,229.0,228.0,229.0,230.0,228.0
2019.0,Beau Taylor,12384,Cleveland,L,2.738095238,7.301587302000001,6.468253968,1.209372638,0.86803441,0.053392362,0.016454049,0.27149181699999997,1.0,1.0,0.833333333,0.0,4.688,0.073015873,0.040564374,0.024338624,0.146031746,0.073015873,0.018253968,0.186970494,6.0375,15.698412699999999,13.53174603,2.790627362,2.099492063,0.18603174600000005,0.04185941,0.463244142,2.0,2.0,2.166666667,0.0,4.313142857,0.156984127,0.08721340400000001,0.052328042000000005,0.313968254,0.156984127,0.039246032,0.20622818,0.0,23.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
